gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,1,1,0,1.6101837738818572,1,2,1,2,2,2,2,2,2,2,1,0,1.661908604816445,2.659242628263164,0
0,0,0,0,0.14191623768762732,1,0,2,1,1,1,1,1,1,1,1,0,-1.5181198393466364,-0.710540618460509,0
1,0,0,0,-1.285566089167874,1,0,0,0,0,0,0,2,2,0,1,3,-0.06947717466774314,-0.9827474045577321,0
0,0,1,0,1.6101837738818572,1,2,1,2,0,2,0,2,2,2,1,2,1.350891178530621,2.31779296521625,0
1,0,1,1,1.0799760524783852,1,0,2,1,1,1,1,1,1,2,0,3,-1.4981615018309686,-0.4862236972431132,0
1,1,1,0,-1.0408548331355023,1,0,1,0,0,0,0,2,2,0,1,2,0.8186688447794775,-0.711908270060025,1
0,0,0,0,-1.285566089167874,1,0,0,0,0,2,2,2,2,1,0,1,0.3064048485440018,-0.9777620938885286,0
0,0,1,1,-0.10279501834474433,1,2,1,0,2,2,2,2,2,0,1,2,1.417418970249514,0.42006607640392235,0
1,0,0,0,1.2839020991720282,1,0,2,1,1,1,1,1,1,2,0,3,-1.5081406705888027,-0.4633265623996028,0
1,0,0,0,1.2431168898332998,1,2,0,2,2,2,2,0,0,1,0,0,0.13010620048893565,0.8033835255134403,0
1,1,1,0,1.6101837738818572,1,2,0,2,2,2,0,2,2,2,0,1,0.6506861706892729,1.5924302628471256,0
1,0,1,0,-1.0000696237967737,1,0,1,2,0,0,0,0,0,0,0,2,0.3363423548175038,-0.7312098047306141,1
0,0,0,0,1.2023316804945712,1,2,0,0,2,2,2,2,2,2,0,0,0.6523493654822452,1.280671874847769,0
1,0,1,1,1.4062577271882142,1,2,1,0,2,2,2,2,2,2,1,0,1.5404953849294658,2.3119694164699234,0
1,0,0,0,-1.081640042474231,1,0,0,0,0,0,0,0,0,0,0,2,-0.6698904949307517,-0.8909162173192605,1
0,0,1,1,1.5286133552044,1,2,0,2,0,0,2,2,2,2,1,0,0.5226201716304039,1.3984663835802789,0
0,1,0,0,-0.5106471117320305,1,0,1,0,0,0,0,2,0,0,0,0,0.5259465612163488,-0.298303955690257,0
0,0,0,0,-1.1224252518129596,1,2,1,0,0,0,0,0,0,0,0,2,0.3563006923331715,-0.8328792599268947,0
0,0,1,1,-0.347506274377116,0,1,0,2,2,2,0,2,2,1,0,2,-0.2424494331368646,-0.40703225785178165,0
0,0,1,0,-0.877713995780588,1,0,0,0,0,0,0,0,0,0,1,2,-0.6931752220323644,-0.7970556115782812,1
1,0,1,0,1.6101837738818572,1,2,1,0,2,2,2,2,2,2,1,1,1.5205370474137978,2.5022935777703155,0
0,0,1,1,1.3654725178494855,1,0,0,2,2,0,2,0,0,2,1,1,-0.22249109562119668,0.6707874970506842,0
0,0,1,1,0.5089831217361848,1,0,0,2,0,2,2,2,2,2,1,3,0.5359257299741825,0.5484929733778311,0
0,0,1,1,1.4878281458656715,1,0,2,1,1,1,1,1,1,2,0,0,-1.5031510862098856,-0.3941719210369776,0
1,1,1,0,-0.7145731584256735,1,2,1,0,0,0,0,0,2,0,1,0,0.6889396509276361,-0.41682640801605775,1
0,0,0,0,-0.18436543702220157,1,0,0,0,0,2,0,2,0,0,1,0,-0.17758483621094415,-0.284075967275937,0
0,0,0,0,1.5286133552044,1,2,1,2,2,2,2,2,2,1,0,1,1.6851933319180579,2.5752644082735263,1
0,0,0,0,0.14191623768762732,1,0,0,2,2,2,2,0,2,1,1,3,0.35463749754019924,0.17196966447236076,0
1,1,0,0,-0.6737879490869448,1,2,1,0,0,0,0,2,0,0,1,2,0.7222035467870825,-0.44530444374146416,1
0,0,0,0,-0.5922175304094877,1,2,1,0,0,0,0,2,0,0,1,2,0.6756340925838579,-0.32490698519052047,1
0,0,1,0,0.060345819010170096,1,2,1,0,0,0,0,2,2,0,1,2,1.0897695960339664,0.40464690756421745,1
1,0,1,1,0.38662749371999894,0,1,0,0,2,2,0,0,2,1,1,1,-0.6582481313799454,-0.1064577305129838,0
1,0,0,0,0.6313387497523706,1,2,0,2,0,0,2,0,2,1,1,0,0.20162357658674573,0.5906695839951641,0
1,0,1,0,0.590553540413642,1,2,1,0,2,2,2,2,2,0,1,2,1.485609956761379,1.250385009587519,1
0,0,1,1,0.2642718657038131,1,2,1,0,2,2,2,0,0,1,1,2,0.8203320395724497,0.5223972985031945,1
0,0,1,1,-0.877713995780588,1,0,2,1,1,1,1,1,1,2,0,1,-1.4632344111785498,-0.9212030825795107,0
1,0,0,0,-1.0408548331355023,1,0,2,1,1,1,1,1,1,0,1,3,-1.4948351122450239,-0.9453796334354716,0
0,0,0,0,-1.2039956704904167,1,2,2,1,1,1,1,1,1,0,0,3,-1.340157996498598,-0.9723576641807637,0
1,0,0,0,-1.0000696237967737,1,0,0,2,0,2,0,0,2,0,1,2,0.060252019184098254,-0.7550113543415464,0
1,0,0,1,-1.285566089167874,1,0,2,1,1,1,1,1,1,0,1,3,-1.511467060174747,-1.0018724680541904,1
1,0,1,1,-0.02122459966728712,1,0,1,2,2,2,0,0,2,1,0,3,0.9949674928345437,0.37111738447930825,0
1,0,1,1,1.1207612618171139,1,0,0,2,2,2,2,0,0,1,1,0,0.031977707703568475,0.7226259044516951,0
0,0,1,0,-0.9184992051193165,1,0,2,1,1,1,1,1,1,0,1,0,-1.4948351122450239,-0.9276222215385296,0
0,0,1,0,1.5693985645431285,1,2,2,1,1,1,1,1,1,2,1,0,-1.3384948017056257,-0.25597293279555916,0
0,0,1,1,-1.1632104611516882,1,0,2,1,1,1,1,1,1,0,0,3,-1.4815295539012454,-0.9767694435340413,1
0,1,0,0,-1.285566089167874,1,0,1,0,0,0,0,0,0,0,1,2,0.14507495362568665,-0.9799018068748683,1
0,0,1,1,0.4274127030587276,0,1,0,2,2,0,2,2,0,1,1,0,-0.4536751718443497,-0.06121493324512289,0
1,0,1,0,1.0799760524783852,1,2,1,0,0,2,0,2,2,1,1,0,1.1513078033739421,1.6194524113859503,1
0,0,1,0,-0.3882914837158446,1,0,0,0,0,2,2,0,0,0,0,2,-0.3538834842660103,-0.47153247199669907,0
0,0,1,0,1.6101837738818572,1,0,2,1,1,1,1,1,1,2,0,0,-1.5131302549677197,-0.3502526575750999,0
1,0,1,0,-0.4290766930545732,1,0,0,2,0,0,2,0,0,1,1,1,-0.2873556925471174,-0.4403632508657933,0
0,0,0,0,-1.285566089167874,0,1,0,0,0,0,0,0,0,0,1,3,-1.3218628537759025,-0.9993577538228221,0
1,0,0,0,1.4878281458656715,1,2,2,1,1,1,1,1,1,2,0,0,-1.361779528807238,-0.2546714578863424,0
1,0,0,0,0.7129091684298279,0,1,0,2,0,0,2,0,0,1,1,3,-0.9809079212165762,-0.23887728780160875,0
0,1,0,0,-1.285566089167874,0,1,0,0,0,0,0,0,0,0,1,2,-1.32019965898293,-0.9993356949260558,1
1,0,0,0,-1.2447808798291453,1,0,0,0,0,0,0,0,0,0,1,3,-0.6615745209658901,-0.9679017670339535,1
0,0,1,0,-0.7145731584256735,1,0,1,0,2,0,0,0,0,0,0,0,0.34798471836830985,-0.5187385110767686,0
1,0,0,0,-0.06200980900601573,1,0,2,1,1,1,1,1,1,2,0,0,-1.4798663591082732,-0.7417318984881811,0
1,0,1,0,1.3654725178494855,1,2,1,0,2,2,0,2,2,0,1,1,1.3342592306008978,2.1365791282803754,1
1,0,0,1,-1.2039956704904167,1,0,0,0,0,0,0,2,0,0,1,1,-0.3389147311292593,-0.9356957777550275,1
0,0,0,0,-1.0000696237967737,1,0,2,1,1,1,1,1,1,2,0,3,-1.4931719174520517,-0.9479825832539054,0
1,0,1,1,1.2839020991720282,1,0,0,2,0,2,0,2,2,1,1,1,0.2714777578915831,1.0580755475781514,0
0,0,1,0,-0.18436543702220157,1,0,2,1,1,1,1,1,1,0,0,3,-1.4765399695223285,-0.762048142410024,0
0,0,1,0,0.9984056338009281,1,2,1,0,0,2,0,2,2,1,1,1,1.1928876731982503,1.6299965640402836,0
0,0,1,1,-0.7553583677644021,1,2,1,0,0,2,0,0,2,0,1,2,0.7438250790957229,-0.45518682949280587,1
1,0,0,0,-0.551432321070759,1,0,2,1,1,1,1,1,1,2,1,3,-1.4948351122450239,-0.8456734200513996,0
1,0,1,0,-0.9184992051193165,1,0,1,0,0,0,0,2,0,0,1,2,0.5009986393217639,-0.6322756527333656,1
0,0,1,0,0.7536943777685564,0,1,0,0,2,0,0,2,2,0,1,2,-0.5068974052194641,0.11602830227280167,0
0,0,1,0,1.4062577271882142,1,2,0,2,2,2,0,0,0,2,0,3,0.02532492853167956,0.8966926588352598,0
1,0,1,1,-0.877713995780588,1,0,2,1,1,1,1,1,1,0,1,2,-1.4782031643153006,-0.8998059527161149,0
1,0,1,1,1.6101837738818572,0,1,0,2,0,2,2,2,2,2,0,0,-0.13101538200771892,0.9964871078063974,0
1,0,1,1,1.3654725178494855,1,0,2,1,1,1,1,1,1,1,1,2,-1.4815295539012454,-0.4106719758182356,0
0,0,0,0,-0.5922175304094877,1,2,1,0,0,0,2,2,0,0,1,2,0.7804153645411139,-0.28723038951353047,1
0,0,0,0,-0.9592844144580451,1,0,2,1,1,1,1,1,1,0,1,2,-1.509803865381775,-0.9315487051629466,0
0,0,0,0,-0.9592844144580451,1,2,1,0,0,0,0,0,0,0,1,1,0.3429951339893932,-0.7308127445888192,0
1,0,1,0,0.6313387497523706,1,2,1,2,2,2,0,2,2,0,1,0,1.5488113588943275,1.3344514651642223,0
1,0,0,0,-0.9184992051193165,1,0,1,0,0,0,0,0,0,0,0,3,0.17501245989918865,-0.6859670074627532,0
0,0,0,0,-0.9592844144580451,1,2,1,0,0,0,0,2,2,0,1,2,0.9933042980415715,-0.6178491342481481,1
0,1,0,0,-0.7961435771031307,1,2,1,0,0,0,0,2,2,0,1,2,1.0032834667994053,-0.4413338423235144,1
1,0,0,0,-1.1632104611516882,1,2,1,0,2,0,0,0,0,0,0,2,0.4511027955325942,-0.8648426013413905,1
1,0,0,0,-1.1632104611516882,1,0,1,0,0,0,0,0,0,0,1,2,0.17667565469216087,-0.9054750891850765,1
0,0,1,0,1.6101837738818572,1,2,0,2,2,2,2,2,2,2,0,0,0.9018285844280937,1.8459090455896856,0
0,0,1,1,0.7536943777685564,1,0,0,2,2,2,2,2,2,2,0,1,0.6856132613416916,0.9404133922262399,0
1,0,1,0,1.0799760524783852,0,1,0,0,2,0,0,0,2,0,1,0,-0.7929669096107037,0.07162374308206333,1
1,0,1,0,-0.9184992051193165,1,2,1,0,0,0,0,2,0,0,1,2,0.6889396509276361,-0.6514007162298238,1
1,1,1,0,1.1615464711558425,1,2,1,0,2,0,0,0,0,0,1,2,0.5741792102125463,1.153458217196012,0
1,0,0,0,0.8760500057847422,1,0,1,2,0,2,2,0,0,1,0,2,0.6490229758963008,0.9678105420100935,0
0,0,0,0,0.01956060967144149,1,2,0,2,2,0,0,0,0,0,1,3,-0.13267857680069137,-0.11316363512996575,0
0,0,0,0,-0.22515064636093016,1,0,2,1,1,1,1,1,1,2,1,0,-1.48485594348719,-0.7730114141029187,0
0,1,0,0,-1.285566089167874,1,0,1,0,0,0,0,2,0,0,1,2,0.476050717427179,-0.9755120864183572,1
1,0,0,0,-0.3882914837158446,1,0,1,0,2,0,0,2,2,0,0,3,1.011599440764267,-0.04299428451608664,0
1,0,0,1,-1.285566089167874,1,0,2,1,1,1,1,1,1,0,0,3,-1.4981615018309686,-1.0016959968800592,0
1,0,1,1,0.5089831217361848,1,0,0,2,2,2,2,2,2,2,1,3,0.647359781103328,0.6916331544949205,0
0,0,1,1,0.2642718657038131,1,0,2,1,1,1,1,1,1,2,1,0,-1.4981615018309686,-0.6333344797781523,0
1,0,0,0,-1.1224252518129596,1,0,0,0,0,2,0,2,2,1,1,3,0.17002287552027148,-0.8571881641634539,1
1,0,1,1,1.6101837738818572,1,2,0,2,2,2,2,2,0,2,0,0,0.5791687945914629,1.5550624917248645,0
0,0,1,1,1.0391908431396566,1,2,0,0,2,0,0,2,0,0,1,0,0.06357840877004271,0.7411994955289934,0
0,0,0,0,1.5286133552044,0,1,0,2,2,2,2,0,0,2,1,0,-0.6748800793096686,0.3387349240262512,0
1,0,1,1,1.1615464711558425,1,0,1,0,2,0,2,2,2,1,1,0,1.1163807127215235,1.7006732692797895,0
1,0,0,0,-1.2447808798291453,1,0,1,0,0,0,0,0,0,0,0,3,0.1933076026218841,-0.9534531896519696,0
0,0,1,1,0.5497683310749134,1,2,2,1,1,1,1,1,1,1,0,3,-1.3285156329477916,-0.4960840240976884,0
0,0,0,0,-1.285566089167874,1,2,0,0,0,0,0,0,0,0,1,0,-0.49691823646163,-0.988416541026694,1
0,0,1,0,-0.4290766930545732,1,0,1,0,0,0,0,0,0,0,1,2,0.14507495362568665,-0.3248628673969877,1
0,0,0,0,0.6313387497523706,1,0,1,2,0,2,2,2,2,2,1,1,1.2510994909522815,1.153193510434815,0
1,0,0,0,1.2839020991720282,1,2,0,0,2,2,2,2,2,2,0,1,0.7205403519941104,1.4745034007340172,0
1,0,1,1,1.6101837738818572,1,2,2,1,1,1,1,1,1,2,0,0,-1.350137165256432,-0.2854877366689858,0
0,0,1,1,-0.8369287864418593,1,0,0,0,0,2,0,2,0,0,1,1,-0.21750151124227976,-0.683739058889348,0
0,1,1,0,0.060345819010170096,1,2,1,0,2,2,0,0,2,0,1,2,0.9766723501118483,0.409058686917495,1
0,0,1,1,1.6101837738818572,1,0,0,2,2,2,0,0,2,2,0,1,0.1284430056959634,1.1461126045728045,0
1,0,1,0,-0.14358022768347295,1,2,1,0,2,2,0,0,0,0,1,2,0.6955924300995255,0.0661310777872329,0
1,0,1,1,0.01956060967144149,1,0,2,1,1,1,1,1,1,1,0,1,-1.489845527866107,-0.7366804111286783,0
0,0,0,0,-1.285566089167874,1,0,2,1,1,1,1,1,1,0,0,3,-1.4815295539012454,-1.0014754079123953,0
0,0,1,1,1.2023316804945712,1,2,1,0,2,2,2,2,2,1,1,2,1.5271898265856871,2.007622817784073,0
1,0,1,0,0.34584228438127035,1,2,0,0,0,2,0,2,2,1,1,2,0.2698145630986109,0.31360984060933556,1
0,0,0,0,1.2839020991720282,1,2,1,0,0,2,0,2,2,1,1,1,1.1696029460966375,1.7487616642305144,1
0,0,0,0,-1.1632104611516882,1,0,1,0,0,2,0,0,2,0,1,1,0.5974639373141584,-0.8694529107655654,0
0,0,0,0,-0.347506274377116,1,2,1,2,0,0,2,0,0,0,1,2,0.647359781103328,-0.1554284813343644,0
0,0,1,1,-0.7553583677644021,1,0,2,1,1,1,1,1,1,1,0,3,-1.5081406705888027,-0.880526476942292,0
1,0,0,1,-1.2039956704904167,1,0,2,1,1,1,1,1,1,0,0,3,-1.4948351122450239,-0.9847327052667071,0
0,1,0,0,-1.1632104611516882,1,0,1,0,2,2,0,2,2,0,1,1,1.161286972131776,-0.8150777302364199,1
0,0,0,1,-0.5922175304094877,0,1,0,0,0,0,0,0,2,0,1,2,-0.9942134795603548,-0.766481980660068,1
1,0,0,0,-1.0000696237967737,1,0,0,0,0,0,0,2,2,0,1,2,0.045283266047347254,-0.7693716961364647,0
0,0,0,0,0.1011310283488987,1,2,2,1,1,1,1,1,1,2,0,0,-1.3834010611158785,-0.6587904466465636,0
0,0,0,0,-1.285566089167874,1,2,1,0,0,0,0,0,0,0,0,2,0.36960625067695024,-0.976923855811406,1
1,0,0,1,1.3654725178494855,1,2,2,1,1,1,1,1,1,2,1,1,-1.3168732693969856,-0.272009750744723,0
1,0,0,1,-1.0000696237967737,0,1,0,2,0,0,2,0,2,2,1,3,-0.6765432741026411,-0.8589308170079984,0
0,0,1,0,1.5693985645431285,1,2,1,2,0,2,0,2,2,1,1,1,1.3043217243273957,2.2596677722368184,0
0,0,1,1,0.4274127030587276,1,2,1,0,0,2,0,0,2,0,1,0,0.9201237271507892,0.7714643018924772,0
0,1,0,0,-1.2447808798291453,1,2,1,0,0,0,0,2,2,0,1,2,0.9633667917680695,-0.9350781286455686,1
1,1,0,0,-0.14358022768347295,1,0,1,0,2,2,0,2,2,0,1,0,1.2161724002998628,0.29040388121109584,0
0,0,1,0,-0.7145731584256735,1,0,1,0,0,2,0,2,0,0,1,2,0.6456965863103559,-0.4332161683134837,1
1,0,1,1,1.324687308510757,1,2,1,2,2,2,2,0,0,2,0,1,0.986651518869682,1.6713569954772602,0
1,0,0,0,0.1011310283488987,1,2,1,0,0,2,2,2,0,0,0,2,1.0182522199361563,0.49758103964100836,0
1,0,0,0,1.2839020991720282,1,0,1,2,2,0,0,2,2,1,1,1,1.1779189200614992,1.9029974704210966,0
0,0,1,1,1.0391908431396566,0,1,0,0,0,2,2,2,2,2,1,1,-0.31230361444170224,0.38671302449314426,0
0,1,0,0,-0.5922175304094877,1,0,0,0,2,0,0,0,0,0,1,1,-0.5002446260475747,-0.6285035813863133,0
1,0,1,1,1.4062577271882142,1,2,1,0,2,0,0,0,2,0,1,0,0.8203320395724497,1.8012177207409845,0
1,0,1,1,1.2431168898332998,1,0,2,1,1,1,1,1,1,2,1,3,-1.5214462289325812,-0.49116489011878406,0
0,0,1,0,1.1207612618171139,1,2,1,0,2,0,0,2,2,0,1,2,1.161286972131776,1.6303274474917793,0
1,1,0,0,-0.9592844144580451,1,2,1,0,0,0,0,0,2,0,1,1,0.6490229758963008,-0.6872905412687365,1
0,0,1,1,1.5286133552044,1,2,1,2,2,2,2,2,2,2,1,1,1.6020335922694415,2.4611978530945353,0
1,0,1,0,-0.7145731584256735,1,2,1,0,0,2,0,2,2,0,1,2,1.2045300367490563,-0.346899705266609,1
0,0,0,1,0.6313387497523706,1,0,2,1,1,1,1,1,1,1,0,3,-1.4948351122450239,-0.5972020068748093,0
1,0,1,0,-0.8369287864418593,1,0,0,0,0,2,2,2,2,0,1,2,0.3080680433369745,-0.6833640576443194,0
1,1,1,0,1.5693985645431285,1,2,1,2,2,2,2,0,0,1,1,2,0.9018285844280937,1.8947915608240002,0
1,1,0,0,0.4681979123974562,1,0,1,0,0,2,0,0,0,0,0,2,0.2980888745791402,0.3670806063710593,0
1,0,0,0,-1.285566089167874,1,2,0,0,0,0,0,0,0,0,1,2,-0.48028628853190675,-0.9881959520590301,1
1,0,1,1,0.5089831217361848,1,2,2,1,1,1,1,1,1,2,0,3,-1.3451475808775148,-0.5303414907758884,0
0,0,0,0,-0.3882914837158446,1,2,2,1,1,1,1,1,1,1,0,1,-1.3335052173267088,-0.7389745363923826,0
0,0,1,0,0.4274127030587276,1,2,0,0,0,0,2,2,0,1,1,0,-0.0012861881558779858,0.2725802926238546,0
1,0,0,0,0.1011310283488987,1,0,2,1,1,1,1,1,1,0,0,0,-1.4682239955574667,-0.684025824547311,0
1,0,1,0,-0.9592844144580451,1,0,0,2,2,0,2,2,0,0,1,3,0.1350957848678528,-0.7484598620019294,0
1,0,0,0,-0.8369287864418593,1,2,1,0,0,0,2,2,2,0,1,3,1.1662765565106932,-0.5107090726538035,1
0,1,1,0,1.324687308510757,1,2,1,2,2,2,0,2,2,0,1,1,1.4806203723824622,2.1781380897882494,0
0,0,0,0,-1.2447808798291453,1,2,1,0,0,2,0,2,0,0,1,2,0.881870246912426,-0.9250413306168622,1
1,0,0,0,-0.22515064636093016,1,2,0,0,0,0,0,0,0,0,0,3,-0.5285189375281042,-0.44073825211082196,0
0,0,0,0,0.30505707504254176,1,0,0,0,0,2,0,0,0,1,1,3,-0.48693906770379614,-0.11770776786384159,0
0,1,0,0,-1.1224252518129596,1,0,1,0,0,2,0,0,0,0,1,1,0.35463749754019924,-0.8561955138089664,1
1,0,1,1,-1.0000696237967737,1,0,2,1,1,1,1,1,1,1,0,1,-1.4964983070379965,-0.9425340357526076,0
0,1,1,0,1.0391908431396566,1,2,1,0,2,0,0,2,2,1,1,0,1.0947591804128831,1.3978487344708201,0
0,0,1,1,0.7944795871072851,1,0,1,2,0,2,0,2,2,1,0,2,1.1779189200614992,1.3032822440333163,0
1,0,1,0,-1.2039956704904167,1,0,0,0,0,2,2,0,0,0,1,3,-0.3023244456838684,-0.9422693289914109,0
1,0,0,1,0.34584228438127035,1,0,1,2,2,2,2,2,2,2,1,2,1.5388321901364936,0.9780017523161644,0
1,0,0,0,-0.5106471117320305,1,2,1,0,0,0,2,2,2,0,1,3,1.1197071023074678,-0.11400187320708842,0
1,0,0,1,-1.285566089167874,1,2,0,0,0,0,0,0,0,0,1,2,-0.4935918468756855,-0.988372423233161,0
1,0,0,1,-1.1632104611516882,1,2,1,0,0,0,2,0,0,0,0,1,0.5292729508022932,-0.8637837742966038,1
1,0,0,0,-0.3882914837158446,1,0,2,1,1,1,1,1,1,0,0,2,-1.4648976059715222,-0.8013791553444931,0
0,1,0,0,-1.081640042474231,1,0,2,1,1,1,1,1,1,0,0,0,-1.509803865381775,-0.963335575403311,0
1,0,1,1,-1.0000696237967737,1,0,2,1,1,1,1,1,1,0,1,3,-1.5147934497606919,-0.9431296259653001,0
1,0,0,0,-0.5922175304094877,1,2,0,2,0,2,0,2,0,0,0,3,0.15339092759054826,-0.48130456326420873,0
1,1,0,0,0.7944795871072851,0,1,0,2,0,0,0,2,2,0,1,1,-0.5351717166999936,0.11677830476285897,0
1,0,0,0,-0.06200980900601573,1,0,1,0,2,0,0,2,2,0,1,2,0.9849883240767099,0.303903926032125,0
1,0,1,1,-0.14358022768347295,1,0,2,1,1,1,1,1,1,0,1,3,-1.4715503851434115,-0.7215480079469364,0
0,0,1,0,0.14191623768762732,1,2,1,2,2,2,2,0,2,2,1,1,1.3691863212533164,0.6811992963244191,0
0,0,1,0,-0.6737879490869448,1,2,1,0,2,0,0,2,2,0,1,2,1.1679397513036653,-0.333355542652047,1
1,0,1,0,0.38662749371999894,1,2,1,0,0,2,2,2,2,1,1,2,1.444030086937071,1.0128548092070568,0
1,0,0,0,-1.285566089167874,1,0,2,1,1,1,1,1,1,0,0,2,-1.4748767747293563,-1.0013871723253298,1
0,0,0,0,1.1207612618171139,1,0,1,0,2,2,0,2,2,2,1,2,1.1562973877528593,1.610606793782629,0
1,0,0,0,-1.1224252518129596,1,2,1,0,2,2,0,0,0,0,1,2,0.6789604821698023,-0.8233277576270488,1
1,0,1,0,-0.4290766930545732,1,2,1,2,0,0,2,2,0,0,0,1,1.031557778279935,-0.024442752335554766,0
1,0,1,0,0.14191623768762732,1,0,2,1,1,1,1,1,1,1,0,3,-1.4931719174520517,-0.7162979905165361,0
0,0,0,0,-1.1632104611516882,1,0,1,0,0,0,0,0,0,0,0,2,0.18332843386405026,-0.8864823790692167,1
1,0,0,0,-0.9592844144580451,1,0,0,2,0,0,2,0,2,0,0,3,0.002040201430066944,-0.7687761059237723,0
1,0,1,1,-1.285566089167874,1,0,1,0,2,0,0,0,0,0,0,1,0.323036796473725,-0.9775415049208648,0
1,0,1,1,-0.8369287864418593,1,0,0,2,0,0,0,0,0,0,1,2,-0.5218661583562149,-0.7584746011338692,0
0,0,0,0,-0.3882914837158446,1,2,0,0,0,0,2,2,2,1,1,3,0.29476248499319574,-0.23548021769958513,0
1,0,0,0,1.2023316804945712,1,2,1,2,2,0,0,0,2,1,1,0,0.9118077531859275,1.5181358985379318,0
1,0,0,0,0.18270144702635593,1,2,1,0,0,0,2,2,2,0,0,0,1.1280230762723296,0.5228825942320551,1
0,0,0,0,-1.0000696237967737,1,0,2,1,1,1,1,1,1,0,0,3,-1.5197830341396088,-0.9412546197401571,0
1,0,1,0,-0.06200980900601573,1,2,1,0,0,2,0,2,0,0,0,1,0.7903945332989483,0.1733152571751103,0
1,0,1,1,-0.7961435771031307,1,2,1,0,0,0,0,0,0,0,1,1,0.31638401730183613,-0.6148270653911531,1
0,0,0,0,-0.347506274377116,1,2,1,0,0,2,0,2,2,0,1,2,1.1263598814793574,0.051594264818183536,1
1,0,1,1,0.5089831217361848,1,2,1,0,2,2,0,0,2,0,1,0,1.0332209730729074,0.9557222665821129,0
0,1,1,0,1.4878281458656715,1,2,1,0,2,0,2,2,2,2,0,1,1.3475647889446765,2.077328931565858,0
1,0,0,0,-1.2447808798291453,1,0,2,1,1,1,1,1,1,0,0,3,-1.48485594348719,-0.9942180308762537,0
1,0,1,1,1.1615464711558425,1,2,1,2,2,0,0,2,2,1,1,2,1.3675231264603442,1.8782473882492097,1
1,0,0,0,0.34584228438127035,1,2,1,0,2,2,0,2,2,0,1,2,1.324280061843064,0.9070823992122281,1
0,0,0,0,0.4681979123974562,0,1,0,0,0,2,0,2,2,1,1,2,-0.526855742735132,-0.011185355378955722,0
1,0,0,0,0.2642718657038131,0,1,0,0,0,2,2,0,0,1,0,3,-0.9759183368376593,-0.4328852848619879,0
1,0,1,1,1.6101837738818572,0,1,0,2,2,2,2,2,2,2,1,1,0.00702978580898363,1.0870388790324186,0
0,1,0,0,-0.7961435771031307,1,0,1,0,0,2,0,2,2,0,1,2,1.0631584793464088,-0.46535598090211056,0
0,0,1,1,0.7536943777685564,1,0,0,2,2,0,2,0,2,1,1,1,0.16170690155540987,0.5612430157088031,0
0,1,1,0,1.5693985645431285,1,0,1,0,2,2,0,2,2,2,1,2,1.1413286346161082,2.1720939520742597,0
1,1,0,0,-0.4290766930545732,1,2,1,0,0,0,0,2,2,0,1,2,1.0581688949674921,-0.09150179850537314,1
0,0,0,0,-1.2447808798291453,1,0,0,0,2,0,2,0,0,0,1,1,-0.32727236757845324,-0.9651223460413886,1
0,0,0,0,0.9576204244621995,1,2,1,0,2,2,0,2,2,1,1,2,1.3941342431479014,1.598849401806144,0
1,0,0,0,-1.285566089167874,1,0,0,2,0,0,0,0,0,0,0,3,-0.4536751718443497,-0.9878430097107678,0
0,0,1,1,-0.3882914837158446,1,0,0,2,2,0,2,0,0,1,1,3,-0.23745984875794768,-0.44448826456110785,0
0,1,1,0,1.3654725178494855,1,2,0,0,2,2,0,2,0,1,1,0,0.1982971870008008,1.080222679931605,0
1,1,0,0,-0.551432321070759,1,2,1,0,2,0,0,2,0,0,1,2,0.7754257801621972,-0.22700960134129225,1
1,0,0,0,-0.877713995780588,1,0,1,2,0,2,0,0,0,0,1,0,0.4860298861850129,-0.6594301546527888,0
0,0,1,1,-1.0000696237967737,1,0,2,1,1,1,1,1,1,1,1,3,-1.5014878914169132,-0.946482578273791,1
0,0,1,1,0.7944795871072851,1,2,1,2,2,2,0,0,2,0,0,0,1.1064015439636896,1.192524523369284,0
1,0,0,0,-1.2039956704904167,1,0,2,1,1,1,1,1,1,0,1,2,-1.48485594348719,-0.9833429947704247,0
0,0,1,1,0.7536943777685564,1,0,1,2,2,0,0,0,0,0,1,0,0.4743875226342068,0.7624422131150247,0
1,1,0,0,-0.7145731584256735,1,2,1,0,0,0,0,0,0,0,0,2,0.3579638871261442,-0.5045766993527476,1
1,1,1,0,1.2839020991720282,1,2,1,0,2,2,0,0,2,0,1,2,0.9766723501118483,1.6725261170058787,0
0,0,0,0,0.18270144702635593,0,1,0,0,0,2,0,0,2,0,1,1,-0.821241221091233,-0.3580173892368684,0
1,0,0,0,-0.7961435771031307,1,0,2,1,1,1,1,1,1,2,0,3,-1.4948351122450239,-0.9029603749537082,0
1,0,1,0,0.6721239590910992,1,2,0,2,0,0,0,0,0,1,1,2,-0.3172931988206191,0.1515872438602185,0
0,1,0,0,0.5089831217361848,1,2,1,0,0,2,0,2,2,1,1,0,1.2394571274014754,1.0786785571579578,0
0,0,0,0,-0.5922175304094877,1,0,1,0,0,0,0,0,0,0,1,2,0.2066131609656624,-0.45997361009111193,0
1,1,0,0,-1.285566089167874,1,2,1,0,0,0,0,0,0,0,1,2,0.32636318605966996,-0.977497387127332,1
